adam,Lead Front End Development,Quản lý phát triển frontend,领导前端开发,리드 프론트엔드 개발,Desarrollador de interfaz,フロントエンド開発をリードする,,,,,
robbeh,"Boost Innovation Labs 
Europe BD","Boost Innovation Labs 
Phát triển kinh doanh tại Châu Âu","Boost Innovation Labs
  欧洲BD ","Boost Innovation Labs 
  유럽 사업 개발자",Impulso de laboratorios de innovacion en Europa BD,ブーストイノベーションラボヨーロッパBD,,,,,
idon,"Boost Innovation Labs 
North America BD","Boost Innovation Labs 
Phát triển kinh doanh tại Bắc Mỹ","Boost Innovation Labs
  北美BD ","Boost Innovation Labs 
  북아메리카 사업 개발자",Impulso de laboratorios de innovacion En EE.UU,ブーストイノベーションラボ北米BD,,,,,
saeed,Lead Designer,Trưởng bộ phận thiết kế,首席设计师,수석 디자이너,Diseñador principal,リードデザイナー,,,,,
rose,Lead Game Artist,Trưởng bộ phận đồ hoạ game,首席游戏美术师,수석 게임 아티스트,Artista principal del juego,リードゲームアーティスト,,,,,
team_menu,Team,Đội ngũ,团队,팀,Equipo,チーム,,,,,
genesis_hunt,Genesis Hunt,Genesis Hunt,Genesis Hunt,Genesis Hunt,Genesis Hunt,ジェネシスハント,,,,,
initial_nft_intro,"Genesis Blockchain Monsters are now available for collection! Each Genesis Monster is unique, and there is a limited number up for grabs! ",Các quái Blockchain Genesis đang chờ bạn tới sưu tầm. Mỗi em quái đều đặc biệt và chỉ có một số lượng giới hạn đang chờ bạn thôi đó!,,이제 제네시스 블록 체인 몬스타를 수집할 수 있습니다! 각 제네시스 몬스타는 고유하며 손에 넣을 수 있는 수는 제한되어 있습니다!,¡Génesis Blockchain Monsters ya está disponible para su colección! ¡Cada Monstruo Génesis es único y solo hay un número limitado en juego!,ジェネシスブロックチェーンモンスターがコレクション可能になりました！ ジェネシスモンスターはそれぞれユニークで、入手できるのは限られた数だけです！,,,,,
see_schedule,See Schedule,Xem lịch,,계획 보기,Ver cronograma,スケジュールを見る,,,,,
initial_nft,Initial NFT <br /> offering,INO,,초기의 NFT,Nft inicial,初期nft <br />提供,,,,,
community,Community,cộng đồng,,컴무니티,Comunidad,コミュニティ,,,,,
community_intro,A special reward for our community members,Giải thưởng đặc biệt cho các thành viên trong cộng đồng,s,컴 무니티 정보,Introduccion a la comunidad,コミュニティメンバーへの特別な報酬,,,,,
view_requirements,View Requirements,Xem yêu cầu,,요구 사함 보기,Ver requerimientos,要件を表示する,,,,,
learn_more,Learn More,Đọc thêm,,더보기,Aprender mas,もっと詳しく知る,,,,,
why_genesis,Why Genesis,Tại sao lại là Genesis,,왜 제네시스,¿ por que los Génesis?,なぜ創世記,,,,,
why_genesis_intro,"Genesis Blockchain Monsters' first generation has appeared, and every one of them has its own distinct personality and features.",Genesis là loài quái đầu tiên xuất hiện và mỗi con quái đều có đặc điểm và tính năng riêng biệt.,,"제네시스 블록체인 몬스타의 1세대가 등장했고, 이들 하나 씩 제마다 뚜력한 개성과 특징을 가지고 있다",¿ por que los Génesis? introduccion,ジェネシスブロックチェーンモンスターの第一世代が登場し、それぞれが独自の個性と特徴を持っています。,,,,,
orginial_monster,The Original Monsters,Những con quái nguyên thủy,,오리지날 몬스타,Los monstruos originarios,オリジナルモンスター,,,,,
orginial_monster_intro,Genesis Monsters are the ancestors of all Wild and Artificial Blockchain Monster species,Những con Genesis là tổ tiên của Wild (quái hoang) và Artificial (lai tạo),,제네시스 몬스타는 모든 야생 및 인공 블록체인 몬스타 종의 조상,Los monstruos originarios introduccion,ジェネシスモンスターは、すべての野生および人工ブロックチェーンモンスター種の祖先です。,,,,,
staking_pool,Exclusive Staking Pool,Staking Pool riêng biệt,,전공 스테이킹 풀,Pool de staking,専用ステーキングプール,,,,,
staking_pool_intro,Genesis Monsters have their very own exclusive staking pool that is separated from the rest of the Blockchain Universe.,"Những con Genesis thì sở hữu staking pool riêng, tách biệt với phần còn lại của vũ trụ Blockchain.",,,Pool de staking introduccion,ジェネシスモンスターは、ブロックチェーンユニバースの他の部分から分離された独自の専用ステーキングプールを所有しています。,,,,,
ability_create,Ability to Create,Khả năng nhân giống,,작성 가능,Habilidad de crear,作成する能力,,,,,
talented,Versatile and Talented,Linh hoạt và tài năng,,다제다능 및 재능,Versátil y talentoso,用途が広く才能がある,,,,,
talented_intro,"With a Genesis Monster, you can do anything from breeding new Monsters, battling, supporting, or participating in an exclusive staking pool!","Với một con Genesis, bạn có thể làm mọi thứ từ lai tạo ra một con quái mới, chiến đấu, hỗ trợ hoặc tham gia vào staking pool riêng!",,"제네시스 몬스타를 사용하면 새로운 몬스터를 키우고, 전투하고, 지원하거나 독점 스테이킹 풀에 참여하는 것부터 모든 것을 할 수 있습니다!","Con un Monstruo Génesis, podrás hacer cualquier cosa, desde criar nuevos Monstruos, luchar, apoyar o participar en un grupo de participación exclusivo!",ジェネシスモンスターを使用すると、新しいモンスターの繁殖、戦闘、サポート、専用のステーキングプールへの参加など、何でもできます。,,,,,
connect_wallet,Connect wallet,Kết nối ví,,왈렛 연결,Conectar billetera,ウォレットを接続する,,,,,
connect_wallet_intro,Please download a wallet extension to start.,Hãy tải extension ví để bắt đầu,,시작하기 위해 왈렛 확정을 다운로드하십시오,Por bajor descarga la extension de una billetera para empezar,開始するには、ウォレット拡張機能をダウンロードしてください。,,,,,
scan_qr,Scan the QR code with a WalletConnect-compatible wallet.,Quét mã QR,,QR코드 스캔,Escaneá el código QR con una billetera compatible,ウォレットコネクト互換のウォレットでQRコードをスキャンします。,,,,,
copy_to_clipboard,Copy to Clipboard,Sao chép vào khay nhớ tạm,,클립보드에 복사,Copiado en portapapeles,クリップボードにコピー,,,,,
we_need_your_permission,We require your permission.,Chúng tôi cần sự cho phép của bạn,,허락 필요,Necesitamos tu permiso,あなたの許可が必要です。,,,,,
we_need_your_permission_intro,Please approve the smart contract to deduct 50 BCMC for this purchase.,Hãy cho phép smart contract trừ 50 BCMC cho lần mua này,,이 구매에 대해 50 BCMC를 차감하는 스마트 계약을 승인하십시오.,Necesitamos tu permiso para deducir los BCMC requeridos para esta compra,この購入で50BCMCを差し引くスマートコントラクトを承認してください。,,,,,
approve,Approve,Thông qua,,통과,Aprobar,承認,,,,,
almost_there,Almost there!,Sắp đến rồi!,,거의 다 왔다,Ya casi estamos!,もうすぐです！,,,,,
almost_there_intro,Please fill in your email address to complete the transaction.,Hãy điền email để hoàn thành giao dịch,,거래가 완료하기 위해 이메일 주소를 입력하십시오,"Por favor, inserta tu dirección de email para completar la transacción",取引を完了するには、メールアドレスを入力してください。,,,,,
you_are_buying,You are buying,Bạn đang mua,,거래중,Estas comprando,あなたは買っています,,,,,
ino_learnmore,Learn More,Tìm hiểu thêm,,Learn more,Aprender mas,もっと詳しく知る,,,,,
schedule_title,Release Schedule,Lịch ra mắt,,발행 계획,Cronograma de lanzamiento,リリーススケジュール,,,,,
schedule_intro,Let the hunt begin!,Hãy bắt đầu cuộc săn nào!,,Let the hunt begin,Que empiece la caceria!,狩りを始めましょう！,,,,,
finished,Completed,Hoàn thành,,완성,Completado,完了,,,,,
hurry_up,Hurry Up,Nhanh lên,,Hury up,Apurate,急げ,,,,,
success_intro,You have completed the transaction to purchase this Monster. Click the link below to see your transaction result!,Bạn đã hoàn thành giao dịch thanh toán quái. Bấm vào đường link bên dưới đẻ xem kết quả giao dịch của bạn,,거래가 완료되었습니다. 링크를 누르십시오,Haz completado la transaccion para comprar este monstruo. Clickeá en el link de abajo para ver los resultados de la transacción,このモンスターを購入するためのトランザクションを完了しました。 下のリンクをクリックして、取引結果を確認してください。,,,,,
visit_portfolio_page,View Portfolio,Xem Portfolio,,포트폴리오 보기,Ver portafolio,ポートフォリオを見る,,,,,
invalid_email,Invalid Email Address,Địa chỉ email không hợp lệ,无效的邮件地址,유효하지 않은 이메일 주소,Dirección de correo electrónico inválida,無効なメールアドレス,,,,,
invalid_address,Invalid Ethereum Address,Địa chỉ Ethereum không hợp lệ,无效的以太坊地址,유효하지 않은 이더리움 주소,Dirección de Ethereum no válida,無効なイーサリアムアドレス,,,,,
get_referral_code,Get Referral Code,Lấy mã giới thiệu,,추천 링크 받기,obtener enlace de referencia,参照コードの取得,,,,,
